Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
ggpointdensity,0.1.0,NA,R (>= 3.2),ggplot2,NA,"viridis, dplyr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,dbcd919d5bb59f03bb68eed1370aa5c9,yes,NA,"Lukas P. M. Kremer [aut, cre] (<https://orcid.org/0000-0003-3170-6295>),
  Simon Anders [ctb] (<https://orcid.org/0000-0003-4868-1805>)","c(person(""Lukas P. M."", ""Kremer"", email = ""L-Kremer@web.de"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3170-6295"")),
    person(""Simon"", ""Anders"", role = ""ctb"", comment = c(ORCID = ""0000-0003-4868-1805"")))",NA,https://github.com/LKremer/ggpointdensity/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-28 14:30:02 UTC,"A cross between a 2D density plot and a scatter plot,
    implemented as a 'ggplot2' geom. Points in the scatter plot are 
    colored by the number of neighboring points. This is useful to
    visualize the 2D-distribution of points in case of overplotting.",UTF-8,NA,NA,true,NA,NA,NA,Lukas P. M. Kremer <L-Kremer@web.de>,NA,2019-08-28 13:02:49 UTC; lukas,NA,NA,NA,NA,A Cross Between a 2D Density Plot and a Scatter Plot,Package,https://github.com/LKremer/ggpointdensity,NA,NA,NA,NA,NA,2019-08-28,NA,"escape, RNAseqQC, SingleMoleculeFootprinting",NA,"BindingSiteFinder, FlowSOM, inferCSN",NA,2025-04-14,10.32614/CRAN.package.ggpointdensity
ggpointless,0.1.0,NA,"ggplot2 (>= 3.4.0), R (>= 3.3)","lifecycle, rlang",NA,"knitr, covr, testthat (>= 3.0.0), rmarkdown, ragg, scales,
ggtext, ggrepel, vdiffr (>= 1.0.0), spelling",NA,MIT + file LICENSE,NA,NA,NA,NA,cdac964efb92300231c6b5e949dcbd6b,no,NA,"Markus Döring [aut, cre, cph]","
    person(
     given = ""Markus"",
     family = ""Döring"",
     email = ""m4rkus.doering@gmail.com"",
     role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/flrd/ggpointless/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'data.R' 'geom-catenary.R' 'geom-chaikin.R'
'legend-draw.R' 'geom-lexis.R' 'geom-pointless.R'
'ggpointless-package.R' 'stat-catenary.R' 'stat-lexis.R'
'stat-pointless.R' 'stat_chaikin.R' 'utils.R'",NA,NA,NA,NA,NA,2024-02-09 00:30:15 UTC,"An (aspirational) collection of additional geometries and 
    statistics for 'ggplot2'. ",UTF-8,NA,en-US,true,NA,NA,NA,Markus Döring <m4rkus.doering@gmail.com>,NA,2024-02-08 15:54:38 UTC; markusdoring,NA,NA,NA,NA,Additional Geometries and Stats for 'ggplot2',NA,"https://flrd.github.io/ggpointless/,
https://github.com/flrd/ggpointless",NA,knitr,NA,NA,NA,2024-02-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpointless
ggpol,0.0.7,NA,"ggplot2 (>= 3.3.0), R (>= 3.4.0)","grid, gtable, grDevices, plyr, rlang, dplyr, tibble, glue",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,307725f5c76c8f3c7964a318684a31d3,no,NA,"Frederik Tiedemann [aut, cre]","person(""Frederik"", ""Tiedemann"", email = ""fj.tiedemann@googlemail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'facet_share.R' 'utilities.R' 'geom_arcbar.R' 'geom_bartext.R'
'geom_boxjitter.R' 'geom_circle.R' 'geom_confmat.R'
'geom_parliament.R' 'geom_tshighlight.R' 'ggproto-classes.R'
'stat-arcbar.R' 'stat-boxjitter.R' 'stat-circle.R'
'stat-confmat.R' 'stat-parliament.R'",NA,NA,NA,NA,NA,2020-11-08 13:40:02 UTC,A 'ggplot2' extension for implementing parliament charts and several other useful visualizations. ,UTF-8,NA,NA,true,NA,NA,NA,Frederik Tiedemann <fj.tiedemann@googlemail.com>,NA,2020-11-08 13:24:59 UTC; fjtie,NA,NA,NA,NA,Visualizing Social Science Data with 'ggplot2',NA,https://github.com/erocoar/ggpol,NA,NA,NA,NA,NA,2020-11-08,NA,turkeyelections,NA,afex,NA,NA,10.32614/CRAN.package.ggpol
ggpolar,0.2.2,NA,ggplot2,rlang,NA,"ezcox, ggnewscale, knitr, rmarkdown, survival, cli",NA,GPL (>= 3),NA,NA,NA,NA,9e8d2c95b8d7788b58e3c93d94539dc5,no,NA,"Shixiang Wang [aut, cre] (<https://orcid.org/0000-0001-9855-7357>)","
    person(""Shixiang"", ""Wang"", , ""w_shixiang@163.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0001-9855-7357""))",NA,https://github.com/ShixiangWang/polar/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-10 10:50:02 UTC,"Provides basic graphing functions to fully demonstrate
    point-to-point connections in a polar coordinate space.",UTF-8,NA,NA,NA,NA,NA,NA,Shixiang Wang <w_shixiang@163.com>,NA,2022-10-10 10:40:16 UTC; Administrator,NA,NA,NA,NA,Dots and Their Connections in Polar Coordinate System,Package,https://github.com/ShixiangWang/polar,NA,knitr,NA,NA,NA,2022-10-10,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpolar
ggpolypath,0.3.0,NA,"R (>= 3.1), ggplot2 (>= 2.1.0)",NA,NA,"rmarkdown, knitr",NA,GPL-3,NA,NA,NA,NA,42b10bc86671071262cac118a2314e31,no,NA,"Michael D. Sumner [aut, cre],
  Kohske Takahashi [ctb] (original author of 'geom_holygon')","c(person(""Michael D."",""Sumner"",
    role = c(""aut"", ""cre""), email = ""mdsumner@gmail.com""),
    person(given = ""Kohske"", family = ""Takahashi"",
       email = ""takahashi.kohske@gmail.com"",
       role = ""ctb"", comment = ""original author of 'geom_holygon'""))",NA,https://github.com/mdsumner/ggpolypath/issues/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25 05:20:02 UTC,"Tools for working with polygons with holes in 'ggplot2', with a
    new 'geom' for drawing a 'polypath' applying the 'evenodd' or 'winding'
    rules.",UTF-8,NA,NA,yes,NA,NA,NA,Michael D. Sumner <mdsumner@gmail.com>,NA,2023-09-25 00:36:59 UTC; mdsumner,NA,NA,NA,NA,Polygons with Holes for the Grammar of Graphics,Package,"https://mdsumner.github.io/ggpolypath/,
http://rpubs.com/kohske/3522/",NA,knitr,NA,NA,NA,2023-09-25,NA,RSDA,NA,venn,NA,NA,10.32614/CRAN.package.ggpolypath
ggpp,0.5.8-1,NA,"R (>= 4.0.0), ggplot2 (>= 3.5.0)","stats, grid, grDevices, rlang (>= 1.0.6), vctrs (>= 0.6.0),
magrittr (>= 2.0.1), glue (>= 1.6.0), gridExtra (>= 2.3),
scales (>= 1.2.0), tibble (>= 3.1.8), dplyr (>= 1.1.0), xts (>=
0.13.0), zoo (>= 1.8-11), MASS (>= 7.3-58), polynom (>= 1.4-0),
lubridate (>= 1.9.0), stringr (>= 1.4.0)",NA,"knitr (>= 1.40), rmarkdown (>= 2.20), ggrepel (>= 0.9.2),
gginnards(>= 0.1.1), magick (>= 2.7.3), testthat (>= 3.1.5),
vdiffr (>= 1.0.5)",NA,GPL (>= 2),NA,NA,NA,NA,e23dca820ce29c460ab9b5371330c0f6,no,NA,"Pedro J. Aphalo [aut, cre] (<https://orcid.org/0000-0003-3385-972X>),
  Kamil Slowikowski [ctb] (<https://orcid.org/0000-0002-2843-6370>),
  Michał Krassowski [ctb] (<https://orcid.org/0000-0002-9638-7785>),
  Daniel Sabanés Bové [ctb],
  Stella Banjo [ctb]","
    c(
    person(""Pedro J."", ""Aphalo"", email = ""pedro.aphalo@helsinki.fi"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0003-3385-972X"")),
    person(""Kamil"", ""Slowikowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-2843-6370"")),
    person(""Michał"", ""Krassowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-9638-7785"")),
    person(""Daniel"", ""Sabanés Bové"", role = ""ctb""),
    person(""Stella"", ""Banjo"", role = ""ctb"")
    )",NA,https://github.com/aphalo/ggpp/issues,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"'annotate.r' 'compute-npc.r' 'dark-or-light.R'
'example-data.R' 'geom-grob.R' 'ggpp-legend-draw.R'
'utilities.R' 'ggp2-margins.R' 'geom-label-linked.r'
'geom-label-npc.r' 'geom-label-pairwise.r'
'geom-margin-arrow.r' 'geom-margin-grob.r'
'geom-margin-point.r' 'geom-plot.R' 'geom-point-linked.r'
'geom-quadrant-lines.R' 'geom-table.R' 'geom-text-linked.r'
'geom-text-npc.r' 'geom-text-pairwise.R' 'ggpp.R'
'position-nudge-center.R' 'position-nudge-dodge.R'
'position-nudge-dodge2.R' 'position-nudge-jitter.R'
'position-nudge-line.R' 'position-nudge-stack.R'
'position-nudge-to.R' 'scale-continuous-npc.r' 'stat-apply.R'
'stat-dens1d-filter.r' 'stat-dens1d-labels.r'
'stat-dens2d-filter.r' 'stat-dens2d-labels.r'
'stat-format-table.R' 'stat-functions.R' 'stat-panel-counts.R'
'stat-quadrant-counts.R' 'try-data-frame.R' 'weather-data.R'
'wrap-labels.R'",NA,NA,NA,NA,2024-06-30,2024-07-01 07:40:02 UTC,"Extensions to 'ggplot2' respecting the grammar of graphics 
    paradigm. Geometries: geom_table(), geom_plot() and geom_grob() add insets to 
    plots using native data coordinates, while geom_table_npc(), geom_plot_npc()
    and geom_grob_npc() do the same using ""npc"" coordinates through new 
    aesthetics ""npcx"" and ""npcy"". Statistics: select observations based on 2D 
    density. Positions: radial nudging away from a center point and nudging away
    from a line or curve; combined stacking and nudging; combined dodging and
    nudging.",UTF-8,NA,NA,TRUE,NA,TRUE,NA,Pedro J. Aphalo <pedro.aphalo@helsinki.fi>,NA,2024-06-30 21:25:57 UTC; aphalo,NA,NA,NA,NA,Grammar Extensions to 'ggplot2',Package,"https://docs.r4photobiology.info/ggpp/,
https://github.com/aphalo/ggpp",NA,knitr,NA,NA,NA,2024-07-01,ggpmisc,"carbonr, crosshap, ggplot2.utils, ggrain, GseaVis, metrica, RevGadgets, soiltestcorr, teal.modules.general, vecmatch",NA,"adjustedCurves, ggrepel, MicrobiotaProcess",NA,NA,10.32614/CRAN.package.ggpp
ggprism,1.0.5,NA,R (>= 3.2),"digest, ggplot2 (>= 3.2.0), glue, grid, gtable (>= 0.1.1),
rlang (>= 0.3.0), scales (>= 0.5.0), stats, tibble, utils",NA,"covr, dplyr, ggbeeswarm, ggnewscale, knitr, magrittr,
patchwork, rmarkdown, rstatix, tidyr, tinytest",NA,GPL (>= 3.0),NA,NA,NA,NA,b800779500b9ae02d30505175ffc02ad,no,NA,"Charlotte Dawson [aut, cre] (<https://orcid.org/0000-0002-7151-5971>)","
    person(given = ""Charlotte"",
           family = ""Dawson"",
           role = c(""aut"", ""cre""),
           email = ""csdaw@outlook.com"",
           comment = c(ORCID = ""0000-0002-7151-5971""))",NA,https://github.com/csdaw/ggprism/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-21 10:50:02 UTC,"Provides various themes, palettes, and other functions
    that are used to customise ggplots to look like they were made in 'GraphPad 
    Prism'. The 'Prism'-look is achieved with theme_prism() and 
    scale_fill|colour_prism(), axes can be changed with custom guides like 
    guide_prism_minor(), and significance indicators added with add_pvalue().",UTF-8,NA,NA,true,NA,NA,NA,Charlotte Dawson <csdaw@outlook.com>,NA,2024-03-21 10:15:34 UTC; csd51,NA,NA,NA,NA,A 'ggplot2' Extension Inspired by 'GraphPad Prism',NA,"https://csdaw.github.io/ggprism/, https://github.com/csdaw/ggprism",NA,knitr,NA,NA,NA,2024-03-21,NA,"BiVariAn, CEDA, scCustomize, shinyTempSignal",NA,NA,NA,NA,10.32614/CRAN.package.ggprism
ggpubr,0.6.0,NA,"R (>= 3.1.0), ggplot2 (>= 3.4.0)","ggrepel (>= 0.9.2), grid, ggsci, stats, utils, tidyr (>=
1.3.0), purrr, dplyr (>= 0.7.1), cowplot (>= 1.1.1), ggsignif,
scales, gridExtra, glue, polynom, rlang (>= 0.4.6), rstatix (>=
0.7.2), tibble, magrittr",NA,"grDevices, knitr, RColorBrewer, gtable, testthat",NA,GPL (>= 2),NA,NA,NA,NA,95bf0dd0bb7114412aa283799c42c90a,no,NA,"Alboukadel Kassambara [aut, cre]","c(
    person(""Alboukadel"", ""Kassambara"", role = c(""aut"", ""cre""), email = ""alboukadel.kassambara@gmail.com""))",NA,https://github.com/kassambara/ggpubr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'utilities_color.R' 'utilities_base.R' 'desc_statby.R'
'utilities.R' 'add_summary.R' 'annotate_figure.R' 'as_ggplot.R'
'as_npc.R' 'axis_scale.R' 'background_image.R' 'bgcolor.R'
'border.R' 'compare_means.R' 'create_aes.R' 'diff_express.R'
'facet.R' 'font.R' 'gene_citation.R' 'gene_expression.R'
'geom_bracket.R' 'geom_exec.R' 'utils-aes.R'
'utils_stat_test_label.R' 'geom_pwc.R' 'get_breaks.R'
'get_coord.R' 'get_legend.R' 'get_palette.R' 'ggadd.R'
'ggadjust_pvalue.R' 'ggarrange.R' 'ggballoonplot.R' 'ggpar.R'
'ggbarplot.R' 'ggboxplot.R' 'ggdensity.R' 'ggpie.R'
'ggdonutchart.R' 'stat_conf_ellipse.R' 'stat_chull.R'
'ggdotchart.R' 'ggdotplot.R' 'ggecdf.R' 'ggerrorplot.R'
'ggexport.R' 'gghistogram.R' 'ggline.R' 'ggmaplot.R'
'ggpaired.R' 'ggparagraph.R' 'ggpubr-package.R' 'ggpubr_args.R'
'ggpubr_options.R' 'ggqqplot.R' 'utilities_label.R'
'stat_cor.R' 'stat_stars.R' 'ggscatter.R' 'ggscatterhist.R'
'ggstripchart.R' 'ggsummarystats.R' 'ggtext.R' 'ggtexttable.R'
'ggviolin.R' 'gradient_color.R' 'grids.R' 'npc_to_data_coord.R'
'reexports.R' 'rotate.R' 'rotate_axis_text.R' 'rremove.R'
'set_palette.R' 'show_line_types.R' 'show_point_shapes.R'
'stat_anova_test.R' 'stat_central_tendency.R'
'stat_compare_means.R' 'stat_friedman_test.R'
'stat_kruskal_test.R' 'stat_mean.R'
'stat_overlay_normal_density.R' 'stat_pvalue_manual.R'
'stat_regline_equation.R' 'stat_welch_anova_test.R'
'text_grob.R' 'theme_pubr.R' 'theme_transparent.R'
'utils-geom-signif.R' 'utils-pipe.R' 'utils-tidyr.R'",NA,NA,NA,NA,2023-02-05,2023-02-10 16:20:02 UTC,"The 'ggplot2' package is excellent and flexible for elegant data
    visualization in R. However the default generated plots requires some formatting
    before we can send them for publication. Furthermore, to customize a 'ggplot',
    the syntax is opaque and this raises the level of difficulty for researchers
    with no advanced R programming skills. 'ggpubr' provides some easy-to-use
    functions for creating and customizing 'ggplot2'- based publication ready plots.",UTF-8,NA,NA,TRUE,NA,NA,NA,Alboukadel Kassambara <alboukadel.kassambara@gmail.com>,NA,2023-02-06 02:39:47 UTC; kassambara,NA,NA,NA,NA,'ggplot2' Based Publication Ready Plots,Package,https://rpkgs.datanovia.com/ggpubr/,NA,NA,NA,NA,NA,2023-02-10,"broadSeq, clustEff, SCOUTer, SKFCPD, survminer","ADAMgui, adestr, AdverseEvents, agriutilities, ale, AnanseSeurat, AnnoProbe, APCI, APCtools, asmbPLS, autoslider.core, baker, BayesChange, BayesianPlatformDesignTimeTrend, BayesMultiMode, bayMDS, bdl, bdsm, BEAMR, BinMat, BioM2, bmstdr, BNPmix, BREADR, bSi, calibmsm, CeTF, ClassifyR, ClusROC, coda4microbiome, CompAREdesign, compSPOT, conformalInference.fd, convergEU, corx, CovidMutations, Coxmos, crctStepdown, CRMetrics, crosslag, csa, csmpv, cvCovEst, dae, ddtlcm, DeductiveR, DeepTarget, DEGRE, DESpace, DFD, dfoliatR, did, diversityForest, dominoSignal, dPCP, drugsens, dtComb, easier, ecocbo, EEAaq, EGAnet, ELMER, ENMTools, entropart, epidecodeR, epigraHMM, esmtools, explainer, factoextra, fastai, fastml, fChange, finnsurveytext, FlowSOM, FRK, FuncNN, FuseSOM, GABB, geneHapR, GenomicPlot, GenomicSuperSignature, geocausal, gfoRmula, ggESDA, ggheatmap, ggquickeda, ggScatRidges, GimmeMyPlot, giniCI, glmmSeq, GNAR, GrafGen, grapesAgri1, HanStat, hdcuremodels, hdpGLM, heiscore, hipathia, hJAM, HYPEtools, iCellR, IDEATools, iglu, ImFoR, immunarch, iNEXT.4steps, insane, InTAD, iPath, IRon, jskm, jsmodule, JWileymisc, knfi, kollaR, LeadSense, lehuynh, LinkHD, lmap, longreadvqs, LorMe, LTCDM, mappoly, mastR, mc2d, meconetcomp, mecoturn, MERO, metaviz, MethReg, methylclock, MF.beta4, miceRanger, microbial, MICSQTL, MIRit, missingHE, MSigSeg, MSPRT, MSstatsLiP, multid, musicatk, neatStats, neonPlantEcology, nlmixr2rpt, OenoKPM, ofpetrial, OhdsiReportGenerator, OlinkAnalyze, orthogene, orthos, OSLdecomposition, outqrf, parafac4microbiome, ParBayesianOptimization, pathlinkR, pbcc, pctax, PDXpower, PhosR, plotGrouper, PLSDAbatch, popstudy, powdR, PRECAST, pRecipe, predRupdate, promotionImpact, ProtE, protGear, pseudoCure, ptairMS, PUMP, qPCRhelper, QuadratiK, QurvE, RCTrep, reappraised, RegrCoeffsExplorer, reportRmd, reservoirnet, rfVarImpOOB, riskCommunicator, rKOMICS, rmlnomogram, RnaSeqSampleSize, rnmamod, rPACI, rrtable, rSAFE, RVA, scITD, scSpatialSIM, SEIRfansy, serocalculator, sgdGMF, SHAPforxgboost, ShellChron, sievePH, sigminer, signeR, simET, smplot2, SouthParkRshiny, SpatialDDLS, SPONGE, SqueakR, SRTsim, surtvep, SWTools, symptomcheckR, sysAgNPs, TADCompare, TargetDecoy, tcgaViz, TCIU, TestGardener, tidyplots, tipsae, TransProR, trawl, tRigon, TSAR, UCSCXenaShiny, UNCOVER, UniprotR, vaccine, VALERIE, vannstats, vDiveR, vecmatch, vici, viewpoly, vmeasur, voiceR, volcano3D, vsd, vvshiny, WINS, Xplortext",NA,"afex, airship, ammiBayes, biomod2, catregs, causalBatch, CelliD, cfDNAPro, ciftiTools, circRNAprofiler, clustNet, cmpsR, CohortCharacteristics, CohortConstructor, comparer, cophescan, cpr, dataquieR, demuxSNP, Dino, discourseGT, dsem, ecpc, EpiInvert, escheR, evapoRe, expertsurv, FEAST, flexFitR, formods, geneplast, geocmeans, GeoTox, GeRnika, GUniFrac, heatwaveR, iBART, idiogramFISH, inferCSN, JointAI, LMMstar, lpirfs, MerfishData, MetaNet, microeco, midasHLA, mlr, mmb, MOFA2, mxfda, nestedcv, NeuralEstimators, nipalsMCIA, NMRphasing, nuts, pafr, pcutils, pedbp, PerformanceAnalytics, PhenotypeR, plotthis, r4ss, rBiasCorrection, rcausim, RecordTest, remiod, rempsyc, RSAtools, rstatix, rTwig, scCustomize, scPCA, SIAMCAT, smartid, SpotSweeper, spStack, standR, SurvMetrics, SWIM, tabxplor, TAD, TEKRABber, TextMiningGUI, tinyarray, tpSVG, treesliceR, wrGraph, wxgenR",NA,NA,10.32614/CRAN.package.ggpubr
ggpval,0.2.5,NA,NA,"ggplot2, data.table",NA,"knitr, rmarkdown, markdown, testthat",NA,GPL-3,NA,NA,NA,NA,1fa9002c5a21e5a990d27a7d584538aa,no,NA,"Jun Cheng [aut, cre]","person(""Jun"", ""Cheng"", email = ""s6juncheng@gmail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-11 17:10:02 UTC,"Automatically performs desired statistical tests (e.g. wilcox.test(), t.test()) to compare between groups, 
    and adds the resulting p-values to the plot with an annotation bar.
    Visualizing group differences are frequently performed by boxplots, bar plots, etc.
    Statistical test results are often needed to be annotated on these plots. 
    This package provides a convenient function that works on 'ggplot2' objects, 
    performs the desired statistical test between groups of interest and annotates the test results on the plot.",UTF-8,NA,NA,NA,NA,NA,NA,Jun Cheng <s6juncheng@gmail.com>,NA,2022-07-11 16:48:59 UTC; Jun,NA,NA,NA,NA,Annotate Statistical Tests for 'ggplot2',Package,https://github.com/s6juncheng/ggpval,NA,knitr,NA,NA,NA,2022-07-11,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggpval
ggQC,0.0.31,NA,R (>= 2.10),"ggplot2, stats, dplyr, tidyr",NA,"testthat, gridExtra, knitr, rmarkdown, reshape2, plyr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,8a2165f44850dcd8481e5faefc28a577,no,NA,Kenith Grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-01 05:20:27 UTC,"Plot single and faceted type quality control charts
  for 'ggplot'.  ",UTF-8,NA,NA,true,NA,NA,NA,Kenith Grey <kenithgrey@r-bar.net>,NA,2018-12-01 01:41:15 UTC; billy,NA,NA,NA,NA,Quality Control Charts for 'ggplot',Package,NA,NA,knitr,NA,NA,NA,2018-12-01,NA,NA,NA,NA,NA,2025-04-14,10.32614/CRAN.package.ggQC
ggQQunif,0.1.5,NA,NA,"scales, ggplot2, dplyr",NA,NA,NA,GPL-3,NA,NA,NA,NA,82e59909281555ed282ed33b738530f8,no,NA,"Robert Corty [aut, cre]","person(""Robert"", ""Corty"", email = ""rcorty@gmail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-14 09:20:45 UTC,"A quantile-quantile plot can be used to compare a sample of p-values 
  to the uniform distribution.  But when the dataset is big (i.e. > 1e4 p-values),
  plotting the quantile-quantile plot can be slow.  geom_QQ uses all the data to
  calculate the quantiles, but thins it out in a way that focuses on points near zero 
  before plotting to speed up plotting and decrease file size, when vector graphics are stored.  ",UTF-8,NA,NA,true,NA,NA,NA,Robert Corty <rcorty@gmail.com>,NA,2018-03-13 00:32:05 UTC; rcorty,NA,NA,NA,NA,Compare Big Datasets to the Uniform Distribution,Package,NA,NA,NA,NA,NA,NA,2018-03-14,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggQQunif
ggquickeda,0.3.1,NA,R (>= 4.1.0),"colourpicker, dplyr, data.table, DT, Formula, GGally (>=
2.1.0), ggbeeswarm, ggh4x, ggplot2 (>= 3.4.0), ggpmisc, ggrepel
(>= 0.7.0), ggpubr, ggstance, glue, gridExtra, Hmisc, markdown,
methods, plotly, quantreg, rlang, scales, shiny (>= 1.0.4),
shinyjs (>= 1.1), shinyjqui, stringr, survival, survminer,
tidyr, table1 (>= 1.4.2), zoo, shinyFiles, RPostgres, forcats,
ggridges, rms, tibble, patchwork (>= 1.2.0)",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,ce1f98bd9e8572f7fc1d462b70edf237,no,NA,"Samer Mouksassi [aut, cre] (<https://orcid.org/0000-0002-7152-6654>),
  Dean Attali [aut],
  James Craig [aut] (implemented bookmarking and created pkgdown website),
  Benjamin Rich [aut] (provided summary stats tables table1 tab code),
  Michael Sachs [aut] (provided ggkm initial code)","c(
    person(""Samer"", ""Mouksassi"", email = ""samermouksassi@gmail.com"",
      role = c(""aut"", ""cre""),comment = c(ORCID = ""https://orcid.org/0000-0002-7152-6654"")),
    person(""Dean"", ""Attali"", email = ""daattali@gmail.com"",
      role = c(""aut"")),
    person(""James"", ""Craig"", email = ""james.craig@certara.com"",
      role = c(""aut""), comment = ""implemented bookmarking and created pkgdown website""),
    person(""Benjamin"", ""Rich"", email = ""mail@benjaminrich.net"",
      role = c(""aut""), comment = ""provided summary stats tables table1 tab code""), 
    person(""Michael"", ""Sachs"", email = ""sachsmc@gmail.com"",
      role = c(""aut""), comment = ""provided ggkm initial code"")
    )",NA,https://github.com/smouksassi/ggquickeda/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-15 10:20:02 UTC,"Quickly and easily perform exploratory data analysis by uploading your
     data as a 'csv' file. Start generating insights using 'ggplot2' plots and
     'table1' tables with descriptive stats, all using an easy-to-use point and click 
     'Shiny' interface.",UTF-8,NA,NA,true,NA,NA,NA,Samer Mouksassi <samermouksassi@gmail.com>,NA,2024-01-15 09:36:53 UTC; smouksas,NA,NA,NA,pandoc with https support,"Quickly Explore Your Data Using 'ggplot2' and 'table1' Summary
Tables",NA,"https://github.com/smouksassi/ggquickeda,
https://smouksassi.github.io/ggquickeda/",NA,knitr,NA,NA,NA,2024-01-15,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggquickeda
ggquiver,0.3.3,NA,R (>= 3.2.0),ggplot2,NA,"dplyr, maps, sf, pkgdown, testthat",NA,GPL-3,NA,NA,NA,NA,d25ca6c8aa4a705b92eab619499d8a97,no,NA,"Mitchell O'Hara-Wild [aut, cre]","person(""Mitchell"", ""O'Hara-Wild"", email = ""mail@mitchelloharawild.com"", role = c(""aut"", ""cre""))",NA,https://github.com/mitchelloharawild/ggquiver/issues,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-17 11:30:06 UTC,"An extension of 'ggplot2' to provide quiver plots to visualise vector fields. 
    This functionality is implemented using a geom to produce a new graphical layer, which
    allows aesthetic options. This layer can be overlaid on a map to improve visualisation
    of mapped data.",UTF-8,NA,NA,NA,NA,NA,NA,Mitchell O'Hara-Wild <mail@mitchelloharawild.com>,NA,2023-11-17 10:59:35 UTC; mitchell,NA,NA,NA,NA,Quiver Plots for 'ggplot2',NA,"https://github.com/mitchelloharawild/ggquiver,
https://pkg.mitchelloharawild.com/ggquiver/",NA,NA,NA,NA,NA,2023-11-17,NA,CoSMoS,NA,eks,NA,NA,10.32614/CRAN.package.ggquiver
